Seq_ID	Assigned_cluster
CH_OB1_01	1
CH_OB1_02	1
CH_OB1_03	1
CH_OB1_04	1
CH_OB1_05	1
CH_OB1_06	1
CH_OB2_01	2
CH_OB2_02	2
CH_OB2_03	2
CH_OB2_04	2
CH_OB2_05	3
CH_OB2_06	4
CH_OB3_01	8
CH_OB3_02	8
CH_OB3_03	8
CH_OB3_04	8
CH_OB3_05	8
CH_OB3_06	9
CP_OB4_01	5
CP_OB4_02	5
CP_OB4_03	6
CP_OB4_04	5
CP_OB4_05	7
CP_OB4_06	5
